EXP_GENE,RT_GENE,CORR
DPPA4,ZNF204P-rt,0.846445147294
EPHA1,ZNF204P-rt,0.846445147294
ERVMER34-1,ZNF204P-rt,0.846445147294
FAM124B,ZNF204P-rt,0.846445147294
FAM46B,ZNF204P-rt,0.846445147294
FOXD3,ZNF204P-rt,0.846445147294
GLS2,ZNF204P-rt,0.846445147294
HHLA2,ZNF204P-rt,0.846445147294
HLA-DPB2,ZNF204P-rt,0.846445147294
HTR3A,ZNF204P-rt,0.846445147294
IDO1,ZNF204P-rt,0.846445147294
JARID2,ZNF204P-rt,0.846445147294
KCND2,ZNF204P-rt,0.846445147294
LCK,ZNF204P-rt,0.846445147294
LECT1,ZNF204P-rt,0.846445147294
POLR3G,ZNF204P-rt,0.846445147294
PPM1B,ZNF204P-rt,0.846445147294
PRDM14,ZNF204P-rt,0.846445147294
RASGRP2,ZNF204P-rt,0.846445147294
SEMG1,ZNF204P-rt,0.846445147294
SMPDL3B,ZNF204P-rt,0.846445147294
SNRPN,ZNF204P-rt,0.846445147294
UGP2,ZNF204P-rt,0.846445147294
USP44,ZNF204P-rt,0.846445147294
VASH2,ZNF204P-rt,0.846445147294
ZDHHC19,ZNF204P-rt,0.846445147294
ZNF398,ZNF204P-rt,0.846445147294
ZSCAN10,ZNF204P-rt,0.846445147294
AASS,BTN2A1-rt,0.841207011064
C12orf56,BTN2A1-rt,0.841207011064
CAPN11,BTN2A1-rt,0.841207011064
CHST4,BTN2A1-rt,0.841207011064
CPNE9,BTN2A1-rt,0.841207011064
CR2,BTN2A1-rt,0.841207011064
CYP2S1,BTN2A1-rt,0.841207011064
DNMT3B,BTN2A1-rt,0.841207011064
DPPA4,BTN2A1-rt,0.841207011064
EPHA1,BTN2A1-rt,0.841207011064
ERVMER34-1,BTN2A1-rt,0.841207011064
FAM124B,BTN2A1-rt,0.841207011064
FAM46B,BTN2A1-rt,0.841207011064
FOXD3,BTN2A1-rt,0.841207011064
GLS2,BTN2A1-rt,0.841207011064
HHLA2,BTN2A1-rt,0.841207011064
HLA-DPB2,BTN2A1-rt,0.841207011064
HTR3A,BTN2A1-rt,0.841207011064
IDO1,BTN2A1-rt,0.841207011064
JARID2,BTN2A1-rt,0.841207011064
KCND2,BTN2A1-rt,0.841207011064
LCK,BTN2A1-rt,0.841207011064
LECT1,BTN2A1-rt,0.841207011064
POLR3G,BTN2A1-rt,0.841207011064
PPM1B,BTN2A1-rt,0.841207011064
PRDM14,BTN2A1-rt,0.841207011064
RASGRP2,BTN2A1-rt,0.841207011064
SEMG1,BTN2A1-rt,0.841207011064
SMPDL3B,BTN2A1-rt,0.841207011064
SNRPN,BTN2A1-rt,0.841207011064
UGP2,BTN2A1-rt,0.841207011064
USP44,BTN2A1-rt,0.841207011064
VASH2,BTN2A1-rt,0.841207011064
ZDHHC19,BTN2A1-rt,0.841207011064
ZNF398,BTN2A1-rt,0.841207011064
ZSCAN10,BTN2A1-rt,0.841207011064
AASS,C5orf49-rt,0.861018038455
C12orf56,C5orf49-rt,0.861018038455
CAPN11,C5orf49-rt,0.861018038455
